year,month,state_code,deaths
2003,2,WA,12
2003,3,NSW,49
2003,3,NT,4
2003,3,QLD,23
2003,3,SA,17
2003,3,TAS,3
2003,3,VIC,36
2003,3,WA,18
2003,4,NSW,47
2003,4,NT,5
2003,4,QLD,36
2003,4,SA,8
2003,4,TAS,4
2003,4,VIC,28
2003,4,WA,22
2003,5,ACT,1
2003,5,NSW,42
2003,5,NT,3
2003,5,QLD,22
2003,5,SA,12
2003,5,TAS,3
2003,5,VIC,31
2003,5,WA,11
2003,6,ACT,3
2003,6,NSW,32
2003,6,NT,5
2003,6,QLD,37
2003,6,SA,13
2003,6,TAS,5
2003,6,VIC,28
2003,6,WA,13
2003,7,NSW,35
2003,7,NT,4
2003,7,QLD,20
2003,7,SA,12
2003,7,TAS,3
2003,7,VIC,20
2003,7,WA,12
2003,8,NSW,51
2003,8,NT,9
2003,8,QLD,28
2003,8,SA,16
2003,8,TAS,3
2003,8,VIC,23
2003,8,WA,9
2003,9,NSW,40
2003,9,NT,4
2003,9,QLD,25
2003,9,SA,12
2003,9,TAS,2
2003,9,VIC,23
2003,9,WA,14
2003,10,ACT,1
2003,10,NSW,57
2003,10,NT,1
2003,10,QLD,22
2003,10,SA,16
2003,10,TAS,4
2003,10,VIC,24
2003,10,WA,21
2003,11,ACT,1
2003,11,NSW,52
2003,11,NT,6
2003,11,QLD,31
2003,11,SA,10
2003,11,TAS,4
2003,11,VIC,24
2003,11,WA,17
2003,12,ACT,2
2003,12,NSW,52
2003,12,NT,4
2003,12,QLD,28
2003,12,SA,16
2003,12,TAS,3
2003,12,VIC,31
2003,12,WA,12
2004,1,ACT,2
2004,1,NSW,52
2004,1,NT,2
2004,1,QLD,26
2004,1,SA,13
2004,1,TAS,3
2004,1,VIC,32
2004,1,WA,17
2004,2,NSW,44
2004,2,NT,6
2004,2,QLD,12
2004,2,SA,10
2004,2,TAS,10
2004,2,VIC,22
2004,2,WA,13
2004,3,ACT,1
2004,3,NSW,48
2004,3,NT,2
2004,3,QLD,30
2004,3,SA,8
2004,3,TAS,5
2004,3,VIC,30
2004,3,WA,15
2004,4,ACT,1
2004,4,NSW,34
2004,4,NT,1
2004,4,QLD,28
2004,4,SA,10
2004,4,TAS,5
2004,4,VIC,30
2004,4,WA,14
2004,5,NSW,39
2004,5,NT,3
2004,5,QLD,25
2004,5,SA,12
2004,5,TAS,3
2004,5,VIC,46
2004,5,WA,14
2004,6,ACT,1
2004,6,NSW,41
2004,6,NT,3
2004,6,QLD,22
2004,6,SA,14
2004,6,TAS,4
2004,6,VIC,28
2004,6,WA,10
2004,7,ACT,1
2004,7,NSW,44
2004,7,NT,2
2004,7,QLD,28
2004,7,SA,18
2004,7,TAS,3
2004,7,VIC,27
2004,7,WA,16
2004,8,NSW,43
2004,8,NT,3
2004,8,QLD,32
2004,8,SA,12
2004,8,TAS,3
2004,8,VIC,26
2004,8,WA,16
2004,9,ACT,1
2004,9,NSW,35
2004,9,NT,4
2004,9,QLD,21
2004,9,SA,11
2004,9,TAS,7
2004,9,VIC,22
2004,9,WA,21
2004,10,NSW,43
2004,10,NT,2
2004,10,QLD,33
2004,10,SA,15
2004,10,TAS,4
2004,10,VIC,28
2004,10,WA,13
2004,11,ACT,2
2004,11,NSW,47
2004,11,NT,3
2004,11,QLD,28
2004,11,SA,7
2004,11,TAS,9
2004,11,VIC,25
2004,11,WA,10
2004,12,NSW,40
2004,12,NT,4
2004,12,QLD,26
2004,12,SA,9
2004,12,TAS,2
2004,12,VIC,27
2004,12,WA,19
2005,1,ACT,1
2005,1,NSW,35
2005,1,NT,1
2005,1,QLD,17
2005,1,SA,6
2005,1,TAS,4
2005,1,VIC,33
2005,1,WA,14
2005,2,ACT,2
2005,2,NSW,38
2005,2,NT,5
2005,2,QLD,21
2005,2,SA,9
2005,2,TAS,2
2005,2,VIC,27
2005,2,WA,14
2005,3,ACT,1
2005,3,NSW,37
2005,3,NT,4
2005,3,QLD,24
2005,3,SA,27
2005,3,TAS,2
2005,3,VIC,47
2005,3,WA,14
2005,4,ACT,4
2005,4,NSW,45
2005,4,NT,4
2005,4,QLD,32
2005,4,SA,10
2005,4,VIC,21
2005,4,WA,18
2005,5,ACT,3
2005,5,NSW,56
2005,5,NT,1
2005,5,QLD,21
2005,5,SA,14
2005,5,TAS,8
2005,5,VIC,29
2005,5,WA,12
2005,6,NSW,40
2005,6,NT,7
2005,6,QLD,29
2005,6,SA,7
2005,6,TAS,9
2005,6,VIC,23
2005,6,WA,7
2005,7,ACT,6
2005,7,NSW,50
2005,7,NT,5
2005,7,QLD,22
2005,7,SA,17
2005,7,VIC,30
2005,7,WA,10
2005,8,ACT,1
2005,8,NSW,40
2005,8,NT,7
2005,8,QLD,42
2005,8,SA,14
2005,8,TAS,3
2005,8,VIC,25
2005,8,WA,19
2005,9,ACT,3
2005,9,NSW,44
2005,9,NT,8
2005,9,QLD,25
2005,9,SA,8
2005,9,TAS,5
2005,9,VIC,25
2005,9,WA,18
2005,10,ACT,2
2005,10,NSW,40
2005,10,NT,3
2005,10,QLD,30
2005,10,SA,8
2005,10,TAS,4
2005,10,VIC,33
2005,10,WA,9
2005,11,ACT,2
2005,11,NSW,37
2005,11,NT,5
2005,11,QLD,30
2005,11,SA,14
2005,11,TAS,6
2005,11,VIC,17
2005,11,WA,13
2005,12,ACT,1
2005,12,NSW,46
2005,12,NT,5
2005,12,QLD,37
2005,12,SA,14
2005,12,TAS,8
2005,12,VIC,36
2005,12,WA,15
2006,1,NSW,57
2006,1,NT,1
2006,1,QLD,29
2006,1,SA,13
2006,1,TAS,5
2006,1,VIC,24
2006,1,WA,26
2006,2,ACT,2
2006,2,NSW,39
2006,2,NT,2
2006,2,QLD,20
2006,2,SA,8
2006,2,TAS,7
2006,2,VIC,37
2006,2,WA,12
2006,3,NSW,54
2006,3,NT,2
2006,3,QLD,25
2006,3,SA,12
2006,3,TAS,3
2006,3,VIC,23
2006,3,WA,12
2006,4,NSW,49
2006,4,NT,5
2006,4,QLD,26
2006,4,SA,10
2006,4,VIC,23
2006,4,WA,11
2006,5,ACT,1
2006,5,NSW,37
2006,5,NT,2
2006,5,QLD,29
2006,5,SA,12
2006,5,TAS,9
2006,5,VIC,27
2006,5,WA,15
2006,6,ACT,1
2006,6,NSW,43
2006,6,NT,3
2006,6,QLD,27
2006,6,SA,16
2006,6,TAS,6
2006,6,VIC,23
2006,6,WA,17
2006,7,NSW,34
2006,7,NT,6
2006,7,QLD,25
2006,7,SA,8
2006,7,TAS,1
2006,7,VIC,25
2006,7,WA,16
2006,8,ACT,2
2006,8,NSW,34
2006,8,NT,11
2006,8,QLD,28
2006,8,SA,8
2006,8,TAS,3
2006,8,VIC,22
2006,8,WA,19
2006,9,ACT,1
2006,9,NSW,33
2006,9,NT,1
2006,9,QLD,32
2006,9,SA,8
2006,9,TAS,5
2006,9,VIC,43
2006,9,WA,16
2006,10,ACT,2
2006,10,NSW,42
2006,10,NT,5
2006,10,QLD,29
2006,10,SA,4
2006,10,TAS,2
2006,10,VIC,20
2006,10,WA,17
2006,11,ACT,1
2006,11,NSW,38
2006,11,NT,4
2006,11,QLD,30
2006,11,SA,8
2006,11,TAS,9
2006,11,VIC,31
2006,11,WA,16
2006,12,ACT,3
2006,12,NSW,36
2006,12,NT,3
2006,12,QLD,35
2006,12,SA,10
2006,12,TAS,5
2006,12,VIC,39
2006,12,WA,23
2007,1,NSW,34
2007,1,NT,5
2007,1,QLD,21
2007,1,SA,12
2007,1,TAS,5
2007,1,VIC,23
2007,1,WA,32
2007,2,ACT,1
2007,2,NSW,30
2007,2,NT,3
2007,2,QLD,36
2007,2,SA,9
2007,2,TAS,4
2007,2,VIC,23
2007,2,WA,15
2007,3,ACT,1
2007,3,NSW,42
2007,3,NT,2
2007,3,QLD,30
2007,3,SA,10
2007,3,TAS,5
2007,3,VIC,32
2007,3,WA,27
2007,4,ACT,3
2007,4,NSW,47
2007,4,NT,1
2007,4,QLD,25
2007,4,SA,14
2007,4,TAS,11
2007,4,VIC,25
2007,4,WA,10
2007,5,ACT,1
2007,5,NSW,31
2007,5,NT,3
2007,5,QLD,41
2007,5,SA,8
2007,5,TAS,2
2007,5,VIC,26
2007,5,WA,21
2007,6,ACT,2
2007,6,NSW,41
2007,6,NT,7
2007,6,QLD,34
2007,6,SA,5
2007,6,TAS,4
2007,6,VIC,28
2007,6,WA,11
2007,7,ACT,1
2007,7,NSW,41
2007,7,NT,6
2007,7,QLD,29
2007,7,SA,7
2007,7,TAS,4
2007,7,VIC,28
2007,7,WA,18
2007,8,ACT,2
2007,8,NSW,30
2007,8,NT,6
2007,8,QLD,37
2007,8,SA,11
2007,8,TAS,2
2007,8,VIC,20
2007,8,WA,20
2007,9,NSW,32
2007,9,NT,4
2007,9,QLD,31
2007,9,SA,10
2007,9,TAS,1
2007,9,VIC,23
2007,9,WA,19
2007,10,ACT,1
2007,10,NSW,33
2007,10,NT,7
2007,10,QLD,23
2007,10,SA,11
2007,10,TAS,1
2007,10,VIC,37
2007,10,WA,16
2007,11,ACT,1
2007,11,NSW,37
2007,11,NT,4
2007,11,QLD,28
2007,11,SA,13
2007,11,TAS,2
2007,11,VIC,26
2007,11,WA,20
2007,12,ACT,1
2007,12,NSW,37
2007,12,NT,10
2007,12,QLD,25
2007,12,SA,14
2007,12,TAS,4
2007,12,VIC,41
2007,12,WA,26
2008,1,ACT,1
2008,1,NSW,28
2008,1,NT,2
2008,1,QLD,28
2008,1,SA,5
2008,1,TAS,5
2008,1,VIC,28
2008,1,WA,15
2008,2,ACT,1
2008,2,NSW,29
2008,2,NT,5
2008,2,QLD,24
2008,2,SA,9
2008,2,TAS,3
2008,2,VIC,20
2008,2,WA,12
2008,3,NSW,29
2008,3,NT,4
2008,3,QLD,28
2008,3,SA,7
2008,3,TAS,7
2008,3,VIC,37
2008,3,WA,22
2008,4,ACT,1
2008,4,NSW,26
2008,4,NT,4
2008,4,QLD,26
2008,4,SA,9
2008,4,TAS,3
2008,4,VIC,25
2008,4,WA,14
2008,5,ACT,2
2008,5,NSW,24
2008,5,NT,10
2008,5,QLD,21
2008,5,SA,5
2008,5,TAS,4
2008,5,VIC,25
2008,5,WA,17
2008,6,ACT,3
2008,6,NSW,30
2008,6,NT,7
2008,6,QLD,31
2008,6,SA,6
2008,6,TAS,5
2008,6,VIC,20
2008,6,WA,22
2008,7,ACT,1
2008,7,NSW,34
2008,7,NT,7
2008,7,QLD,32
2008,7,SA,8
2008,7,TAS,2
2008,7,VIC,27
2008,7,WA,13
2008,8,ACT,3
2008,8,NSW,35
2008,8,NT,10
2008,8,QLD,34
2008,8,SA,11
2008,8,TAS,1
2008,8,VIC,27
2008,8,WA,18
2008,9,ACT,1
2008,9,NSW,33
2008,9,NT,8
2008,9,QLD,25
2008,9,SA,14
2008,9,VIC,18
2008,9,WA,11
2008,10,NSW,39
2008,10,NT,9
2008,10,QLD,26
2008,10,SA,6
2008,10,TAS,2
2008,10,VIC,25
2008,10,WA,18
2008,11,NSW,31
2008,11,NT,5
2008,11,QLD,23
2008,11,SA,9
2008,11,TAS,1
2008,11,VIC,26
2008,11,WA,21
2008,12,ACT,1
2008,12,NSW,36
2008,12,NT,4
2008,12,QLD,30
2008,12,SA,10
2008,12,TAS,6
2008,12,VIC,25
2008,12,WA,22
2009,1,NSW,26
2009,1,NT,2
2009,1,QLD,27
2009,1,SA,6
2009,1,TAS,11
2009,1,VIC,31
2009,1,WA,12
2009,2,NSW,34
2009,2,QLD,26
2009,2,SA,15
2009,2,TAS,4
2009,2,VIC,18
2009,2,WA,20
2009,3,ACT,3
2009,3,NSW,39
2009,3,NT,2
2009,3,QLD,31
2009,3,SA,13
2009,3,TAS,5
2009,3,VIC,23
2009,3,WA,16
2009,4,ACT,1
2009,4,NSW,55
2009,4,NT,2
2009,4,QLD,36
2009,4,SA,7
2009,4,TAS,7
2009,4,VIC,32
2009,4,WA,13
2009,5,ACT,1
2009,5,NSW,36
2009,5,NT,3
2009,5,QLD,27
2009,5,SA,20
2009,5,TAS,7
2009,5,VIC,19
2009,5,WA,17
2009,6,ACT,2
2009,6,NSW,35
2009,6,NT,4
2009,6,QLD,34
2009,6,SA,9
2009,6,TAS,3
2009,6,VIC,30
2009,6,WA,14
2009,7,ACT,1
2009,7,NSW,27
2009,7,NT,3
2009,7,QLD,32
2009,7,SA,5
2009,7,TAS,13
2009,7,VIC,19
2009,7,WA,9
2009,8,NSW,49
2009,8,NT,2
2009,8,QLD,23
2009,8,SA,9
2009,8,TAS,2
2009,8,VIC,21
2009,8,WA,11
2009,9,ACT,2
2009,9,NSW,42
2009,9,NT,4
2009,9,QLD,32
2009,9,SA,11
2009,9,VIC,14
2009,9,WA,8
2009,10,ACT,2
2009,10,NSW,45
2009,10,NT,5
2009,10,QLD,22
2009,10,SA,7
2009,10,TAS,2
2009,10,VIC,28
2009,10,WA,32
2009,11,NSW,30
2009,11,NT,2
2009,11,QLD,22
2009,11,SA,9
2009,11,TAS,2
2009,11,VIC,21
2009,11,WA,21
2009,12,NSW,36
2009,12,NT,2
2009,12,QLD,19
2009,12,SA,8
2009,12,TAS,7
2009,12,VIC,34
2009,12,WA,18
2010,1,ACT,1
2010,1,NSW,43
2010,1,NT,5
2010,1,QLD,15
2010,1,SA,21
2010,1,TAS,4
2010,1,VIC,26
2010,1,WA,11
2010,2,ACT,2
2010,2,NSW,34
2010,2,NT,1
2010,2,QLD,20
2010,2,SA,9
2010,2,TAS,2
2010,2,VIC,25
2010,2,WA,5
2010,3,ACT,5
2010,3,NSW,26
2010,3,NT,3
2010,3,QLD,16
2010,3,SA,10
2010,3,TAS,4
2010,3,VIC,23
2010,3,WA,17
2010,4,ACT,3
2010,4,NSW,43
2010,4,NT,2
2010,4,QLD,20
2010,4,SA,9
2010,4,TAS,1
2010,4,VIC,20
2010,4,WA,17
2010,5,ACT,3
2010,5,NSW,37
2010,5,NT,3
2010,5,QLD,22
2010,5,SA,12
2010,5,TAS,5
2010,5,VIC,31
2010,5,WA,21
2010,6,ACT,1
2010,6,NSW,33
2010,6,NT,3
2010,6,QLD,26
2010,6,SA,8
2010,6,TAS,1
2010,6,VIC,26
2010,6,WA,13
2010,7,ACT,2
2010,7,NSW,23
2010,7,NT,10
2010,7,QLD,23
2010,7,SA,7
2010,7,TAS,2
2010,7,VIC,26
2010,7,WA,14
2010,8,NSW,27
2010,8,NT,7
2010,8,QLD,15
2010,8,SA,7
2010,8,TAS,3
2010,8,VIC,18
2010,8,WA,17
2010,9,ACT,1
2010,9,NSW,37
2010,9,NT,3
2010,9,QLD,25
2010,9,SA,3
2010,9,TAS,1
2010,9,VIC,17
2010,9,WA,17
2010,10,NSW,39
2010,10,NT,4
2010,10,QLD,17
2010,10,SA,12
2010,10,TAS,1
2010,10,VIC,36
2010,10,WA,12
2010,11,NSW,38
2010,11,NT,4
2010,11,QLD,25
2010,11,SA,12
2010,11,TAS,3
2010,11,VIC,12
2010,11,WA,25
2010,12,ACT,1
2010,12,NSW,25
2010,12,NT,5
2010,12,QLD,25
2010,12,SA,8
2010,12,TAS,4
2010,12,VIC,28
2010,12,WA,24
2011,1,ACT,2
2011,1,NSW,28
2011,1,QLD,17
2011,1,SA,12
2011,1,TAS,3
2011,1,VIC,18
2011,1,WA,10
2011,2,NSW,30
2011,2,NT,2
2011,2,QLD,16
2011,2,SA,9
2011,2,TAS,2
2011,2,VIC,20
2011,2,WA,20
2011,3,ACT,4
2011,3,NSW,31
2011,3,QLD,23
2011,3,SA,7
2011,3,TAS,2
2011,3,VIC,34
2011,3,WA,11
2011,4,NSW,25
2011,4,NT,3
2011,4,QLD,23
2011,4,SA,12
2011,4,TAS,2
2011,4,VIC,31
2011,4,WA,19
2011,5,NSW,25
2011,5,NT,2
2011,5,QLD,26
2011,5,SA,11
2011,5,TAS,2
2011,5,VIC,30
2011,5,WA,13
2011,6,NSW,27
2011,6,NT,4
2011,6,QLD,16
2011,6,SA,11
2011,6,TAS,6
2011,6,VIC,24
2011,6,WA,17
2011,7,NSW,29
2011,7,NT,9
2011,7,QLD,25
2011,7,SA,7
2011,7,VIC,25
2011,7,WA,5
2011,8,NSW,38
2011,8,NT,3
2011,8,QLD,29
2011,8,SA,8
2011,8,TAS,1
2011,8,VIC,14
2011,8,WA,17
2011,9,NSW,29
2011,9,NT,5
2011,9,QLD,20
2011,9,SA,6
2011,9,VIC,12
2011,9,WA,17
2011,10,NSW,23
2011,10,NT,5
2011,10,QLD,16
2011,10,SA,7
2011,10,TAS,1
2011,10,VIC,22
2011,10,WA,17
2011,11,NSW,39
2011,11,NT,6
2011,11,QLD,33
2011,11,SA,6
2011,11,TAS,3
2011,11,VIC,30
2011,11,WA,18
2011,12,NSW,40
2011,12,NT,6
2011,12,QLD,25
2011,12,SA,7
2011,12,TAS,2
2011,12,VIC,27
2011,12,WA,15
2012,1,NSW,32
2012,1,NT,3
2012,1,QLD,25
2012,1,SA,6
2012,1,TAS,2
2012,1,VIC,30
2012,1,WA,9
2012,2,NSW,25
2012,2,NT,2
2012,2,QLD,17
2012,2,SA,9
2012,2,TAS,3
2012,2,VIC,20
2012,2,WA,18
2012,3,NSW,33
2012,3,NT,1
2012,3,QLD,15
2012,3,SA,10
2012,3,TAS,1
2012,3,VIC,25
2012,3,WA,16
2012,4,ACT,1
2012,4,NSW,33
2012,4,NT,4
2012,4,QLD,26
2012,4,SA,11
2012,4,TAS,1
2012,4,VIC,19
2012,4,WA,11
2012,5,ACT,2
2012,5,NSW,31
2012,5,NT,3
2012,5,QLD,30
2012,5,SA,5
2012,5,TAS,3
2012,5,VIC,23
2012,5,WA,17
2012,6,ACT,2
2012,6,NSW,34
2012,6,NT,6
2012,6,QLD,17
2012,6,SA,7
2012,6,TAS,2
2012,6,VIC,22
2012,6,WA,17
2012,7,ACT,1
2012,7,NSW,24
2012,7,NT,6
2012,7,QLD,17
2012,7,SA,5
2012,7,TAS,3
2012,7,VIC,17
2012,7,WA,16
2012,8,NSW,36
2012,8,NT,9
2012,8,QLD,33
2012,8,SA,9
2012,8,TAS,2
2012,8,VIC,25
2012,8,WA,12
2012,9,ACT,2
2012,9,NSW,30
2012,9,NT,3
2012,9,QLD,30
2012,9,SA,8
2012,9,TAS,6
2012,9,VIC,17
2012,9,WA,13
2012,10,ACT,1
2012,10,NSW,28
2012,10,NT,3
2012,10,QLD,25
2012,10,SA,5
2012,10,TAS,2
2012,10,VIC,34
2012,10,WA,19
2012,11,ACT,2
2012,11,NSW,35
2012,11,NT,4
2012,11,QLD,23
2012,11,SA,8
2012,11,TAS,1
2012,11,VIC,26
2012,11,WA,19
2012,12,ACT,1
2012,12,NSW,28
2012,12,NT,5
2012,12,QLD,22
2012,12,SA,11
2012,12,TAS,5
2012,12,VIC,24
2012,12,WA,16
2013,1,ACT,1
2013,1,NSW,15
2013,1,NT,2
2013,1,QLD,32
2013,1,SA,11
2013,1,TAS,2
2013,1,VIC,14
2013,1,WA,20
2013,2,NSW,33
2013,2,NT,1
2013,2,QLD,24
2013,2,SA,4
2013,2,TAS,3
2013,2,VIC,24
2013,2,WA,13
2013,3,ACT,3
2013,3,NSW,30
2013,3,QLD,19
2013,3,SA,17
2013,3,TAS,4
2013,3,VIC,24
2013,3,WA,8
2013,4,NSW,26
2013,4,NT,5
2013,4,QLD,24
2013,4,SA,4
2013,4,TAS,1
2013,4,VIC,19
2013,4,WA,6
2013,5,NSW,24
2013,5,NT,4
2013,5,QLD,31
2013,5,SA,5
2013,5,TAS,2
2013,5,VIC,18
2013,5,WA,25
2013,6,NSW,32
2013,6,NT,4
2013,6,QLD,17
2013,6,SA,13
2013,6,TAS,2
2013,6,VIC,13
2013,6,WA,12
2013,7,NSW,26
2013,7,NT,3
2013,7,QLD,18
2013,7,SA,11
2013,7,TAS,2
2013,7,VIC,24
2013,7,WA,13
2013,8,ACT,1
2013,8,NSW,33
2013,8,NT,5
2013,8,QLD,25
2013,8,SA,9
2013,8,TAS,2
2013,8,VIC,20
2013,8,WA,11
2013,9,ACT,1
2013,9,NSW,15
2013,9,NT,4
2013,9,QLD,25
2013,9,SA,3
2013,9,TAS,3
2013,9,VIC,19
2013,9,WA,13
2013,10,NSW,37
2013,10,NT,5
2013,10,QLD,17
2013,10,SA,6
2013,10,TAS,2
2013,10,VIC,15
2013,10,WA,12
2013,11,NSW,34
2013,11,NT,2
2013,11,QLD,20
2013,11,SA,9
2013,11,TAS,6
2013,11,VIC,23
2013,11,WA,13
2013,12,ACT,1
2013,12,NSW,28
2013,12,NT,2
2013,12,QLD,19
2013,12,SA,6
2013,12,TAS,7
2013,12,VIC,30
2013,12,WA,15
2014,1,NSW,34
2014,1,NT,3
2014,1,QLD,18
2014,1,SA,8
2014,1,TAS,2
2014,1,VIC,25
2014,1,WA,7
2014,2,ACT,2
2014,2,NSW,29
2014,2,NT,3
2014,2,QLD,12
2014,2,SA,5
2014,2,TAS,1
2014,2,VIC,21
2014,2,WA,15
2014,3,ACT,2
2014,3,NSW,26
2014,3,NT,3
2014,3,QLD,22
2014,3,SA,12
2014,3,TAS,2
2014,3,VIC,25
2014,3,WA,19
2014,4,NSW,20
2014,4,NT,2
2014,4,QLD,12
2014,4,SA,5
2014,4,TAS,4
2014,4,VIC,14
2014,4,WA,15
2014,5,NSW,30
2014,5,NT,7
2014,5,QLD,22
2014,5,SA,7
2014,5,TAS,4
2014,5,VIC,23
2014,5,WA,9
2014,6,ACT,1
2014,6,NSW,25
2014,6,NT,3
2014,6,QLD,19
2014,6,SA,6
2014,6,TAS,2
2014,6,VIC,17
2014,6,WA,17
2014,7,NSW,19
2014,7,NT,3
2014,7,QLD,19
2014,7,SA,9
2014,7,TAS,4
2014,7,VIC,22
2014,7,WA,17
2014,8,ACT,1
2014,8,NSW,27
2014,8,NT,4
2014,8,QLD,25
2014,8,SA,8
2014,8,TAS,2
2014,8,VIC,21
2014,8,WA,13
2014,9,ACT,2
2014,9,NSW,24
2014,9,NT,2
2014,9,QLD,21
2014,9,SA,11
2014,9,TAS,3
2014,9,VIC,20
2014,9,WA,16
2014,10,NSW,26
2014,10,NT,5
2014,10,QLD,20
2014,10,SA,9
2014,10,TAS,3
2014,10,VIC,19
2014,10,WA,22
2014,11,ACT,1
2014,11,NSW,29
2014,11,NT,2
2014,11,QLD,20
2014,11,SA,8
2014,11,TAS,4
2014,11,VIC,28
2014,11,WA,16
2014,12,ACT,1
2014,12,NSW,18
2014,12,NT,2
2014,12,QLD,13
2014,12,SA,20
2014,12,TAS,2
2014,12,VIC,13
2014,12,WA,16
2015,1,ACT,1
2015,1,NSW,37
2015,1,NT,1
2015,1,QLD,16
2015,1,SA,13
2015,1,TAS,3
2015,1,VIC,24
2015,1,WA,10
2015,2,NSW,16
2015,2,NT,3
2015,2,QLD,10
2015,2,SA,4
2015,2,TAS,5
2015,2,VIC,20
2015,2,WA,14
2015,3,NSW,24
2015,3,NT,4
2015,3,QLD,21
2015,3,SA,3
2015,3,TAS,3
2015,3,VIC,22
2015,3,WA,19
2015,4,ACT,1
2015,4,NSW,24
2015,4,NT,2
2015,4,QLD,29
2015,4,SA,9
2015,4,VIC,22
2015,4,WA,14
2015,5,ACT,2
2015,5,NSW,35
2015,5,NT,5
2015,5,QLD,22
2015,5,SA,8
2015,5,TAS,2
2015,5,VIC,21
2015,5,WA,10
2015,6,ACT,2
2015,6,NSW,25
2015,6,NT,8
2015,6,QLD,19
2015,6,SA,11
2015,6,TAS,2
2015,6,VIC,22
2015,6,WA,12
2015,7,ACT,2
2015,7,NSW,31
2015,7,NT,4
2015,7,QLD,24
2015,7,SA,4
2015,7,TAS,6
2015,7,VIC,18
2015,7,WA,5
2015,8,NSW,40
2015,8,NT,7
2015,8,QLD,18
2015,8,SA,11
2015,8,TAS,1
2015,8,VIC,26
2015,8,WA,21
2015,9,ACT,2
2015,9,NSW,26
2015,9,NT,3
2015,9,QLD,21
2015,9,SA,7
2015,9,TAS,4
2015,9,VIC,14
2015,9,WA,15
2015,10,NSW,32
2015,10,NT,4
2015,10,QLD,26
2015,10,SA,19
2015,10,TAS,5
2015,10,VIC,27
2015,10,WA,12
2015,11,ACT,1
2015,11,NSW,32
2015,11,NT,1
2015,11,QLD,24
2015,11,SA,8
2015,11,TAS,1
2015,11,VIC,17
2015,11,WA,12
2015,12,ACT,4
2015,12,NSW,28
2015,12,NT,7
2015,12,QLD,13
2015,12,SA,5
2015,12,TAS,2
2015,12,VIC,19
2015,12,WA,17
2016,1,NSW,25
2016,1,NT,3
2016,1,QLD,25
2016,1,SA,7
2016,1,TAS,7
2016,1,VIC,21
2016,1,WA,19
2016,2,NSW,32
2016,2,NT,3
2016,2,QLD,16
2016,2,SA,4
2016,2,VIC,33
2016,2,WA,12
2016,3,ACT,1
2016,3,NSW,32
2016,3,NT,3
2016,3,QLD,15
2016,3,SA,8
2016,3,TAS,4
2016,3,VIC,25
2016,3,WA,22
2016,4,NSW,44
2016,4,NT,4
2016,4,QLD,21
2016,4,SA,10
2016,4,TAS,7
2016,4,VIC,16
2016,4,WA,11
2016,5,ACT,2
2016,5,NSW,31
2016,5,NT,4
2016,5,QLD,21
2016,5,SA,7
2016,5,TAS,2
2016,5,VIC,26
2016,5,WA,14
2016,6,NSW,34
2016,6,NT,1
2016,6,QLD,20
2016,6,SA,7
2016,6,TAS,2
2016,6,VIC,23
2016,6,WA,10
2016,7,ACT,2
2016,7,NSW,30
2016,7,NT,5
2016,7,QLD,28
2016,7,SA,4
2016,7,TAS,2
2016,7,VIC,26
2016,7,WA,19
2016,8,NSW,36
2016,8,NT,6
2016,8,QLD,17
2016,8,SA,6
2016,8,VIC,31
2016,8,WA,17
2016,9,ACT,2
2016,9,NSW,32
2016,9,QLD,18
2016,9,SA,7
2016,9,TAS,5
2016,9,VIC,17
2016,9,WA,12
2016,10,ACT,2
2016,10,NSW,31
2016,10,NT,7
2016,10,QLD,20
2016,10,SA,10
2016,10,TAS,4
2016,10,VIC,22
2016,10,WA,21
2016,11,ACT,1
2016,11,NSW,25
2016,11,NT,5
2016,11,QLD,20
2016,11,SA,10
2016,11,TAS,1
2016,11,VIC,25
2016,11,WA,17
2016,12,NSW,28
2016,12,NT,4
2016,12,QLD,30
2016,12,SA,6
2016,12,TAS,3
2016,12,VIC,25
2016,12,WA,21
2017,1,ACT,1
2017,1,NSW,30
2017,1,NT,3
2017,1,QLD,23
2017,1,SA,5
2017,1,TAS,2
2017,1,VIC,17
2017,1,WA,16
2017,2,ACT,1
2017,2,NSW,18
2017,2,NT,3
2017,2,QLD,18
2017,2,SA,4
2017,2,TAS,1
2017,2,VIC,18
2017,2,WA,7
2017,3,ACT,1
2017,3,NSW,28
2017,3,NT,2
2017,3,QLD,14
2017,3,SA,8
2017,3,TAS,3
2017,3,VIC,22
2017,3,WA,15
2017,4,NSW,31
2017,4,NT,3
2017,4,QLD,12
2017,4,SA,8
2017,4,TAS,1
2017,4,VIC,28
2017,4,WA,19
2017,5,ACT,1
2017,5,NSW,35
2017,5,NT,1
2017,5,QLD,24
2017,5,SA,5
2017,5,TAS,5
2017,5,VIC,21
2017,5,WA,7
2017,6,NSW,31
2017,6,NT,5
2017,6,QLD,27
2017,6,SA,9
2017,6,TAS,5
2017,6,VIC,15
2017,6,WA,12
2017,7,NSW,40
2017,7,NT,3
2017,7,QLD,23
2017,7,SA,11
2017,7,TAS,2
2017,7,VIC,21
2017,7,WA,11
2017,8,NSW,41
2017,8,QLD,17
2017,8,SA,15
2017,8,TAS,2
2017,8,VIC,26
2017,8,WA,11
2017,9,NSW,29
2017,9,NT,2
2017,9,QLD,29
2017,9,SA,6
2017,9,TAS,1
2017,9,VIC,18
2017,9,WA,13
2017,10,NSW,28
2017,10,NT,4
2017,10,QLD,22
