year,state_code,speed_band,crashes,deaths
2014,NSW,90,10,11
2014,NSW,≤50,50,50
2014,NT,100,3,3
2014,NT,110+,14,19
2014,NT,60,4,4
2014,NT,70–80,8,8
2014,NT,90,3,3
2014,NT,≤50,2,2
2014,QLD,100,87,100
2014,QLD,110+,5,6
2014,QLD,60,37,39
2014,QLD,70–80,40,48
2014,QLD,90,4,4
2014,QLD,≤50,26,26
2014,SA,100,32,32
2014,SA,110+,25,36
2014,SA,60,24,25
2014,SA,70–80,5,5
2014,SA,90,2,2
2014,SA,≤50,8,8
2014,TAS,100,10,10
2014,TAS,110+,7,8
2014,TAS,60,2,2
2014,TAS,70–80,4,4
2014,TAS,≤50,8,9
2014,VIC,100,112,131
2014,VIC,110+,6,7
2014,VIC,60,33,34
2014,VIC,70–80,52,56
2014,VIC,90,2,2
2014,VIC,≤50,18,18
2014,WA,100,13,14
2014,WA,110+,60,66
2014,WA,60,28,30
2014,WA,70–80,34,34
2014,WA,90,10,11
2014,WA,≤50,27,27
2015,ACT,100,2,2
2015,ACT,60,5,6
2015,ACT,70–80,7,7
2015,NSW,100,105,113
2015,NSW,110+,22,26
2015,NSW,60,67,68
2015,NSW,70–80,70,78
2015,NSW,90,8,10
2015,NSW,≤50,54,55
2015,NT,100,7,9
2015,NT,110+,15,18
2015,NT,60,7,8
2015,NT,70–80,12,13
2015,NT,≤50,1,1
2015,QLD,100,85,100
2015,QLD,110+,7,7
2015,QLD,60,62,66
2015,QLD,70–80,40,44
2015,QLD,90,2,2
2015,QLD,≤50,23,24
2015,SA,100,18,20
2015,SA,110+,28,32
2015,SA,60,25,25
2015,SA,70–80,11,11
2015,SA,90,1,1
2015,SA,≤50,13,13
2015,TAS,100,15,15
2015,TAS,110+,2,2
2015,TAS,70–80,7,9
2015,TAS,≤50,8,8
2015,VIC,100,104,117
2015,VIC,110+,10,10
2015,VIC,60,37,39
2015,VIC,70–80,48,52
2015,VIC,90,2,2
2015,VIC,Other,1,1
2015,VIC,≤50,29,31
2015,WA,100,10,11
2015,WA,110+,58,65
2015,WA,60,20,21
2015,WA,70–80,28,35
2015,WA,90,13,16
2015,WA,≤50,13,13
2016,ACT,100,4,4
2016,ACT,60,1,1
2016,ACT,70–80,3,3
2016,ACT,≤50,2,2
2016,NSW,100,114,127
2016,NSW,110+,24,28
2016,NSW,60,55,57
2016,NSW,70–80,82,84
2016,NSW,90,11,11
2016,NSW,≤50,70,73
2016,NT,100,5,6
2016,NT,110+,24,26
2016,NT,60,3,4
2016,NT,70–80,4,4
2016,NT,Unknown,1,2
2016,NT,≤50,3,3
2016,QLD,100,101,112
2016,QLD,110+,7,8
2016,QLD,60,59,59
2016,QLD,70–80,55,56
2016,QLD,≤50,16,16
2016,SA,100,17,17
2016,SA,110+,18,22
2016,SA,60,9,10
2016,SA,70–80,16,21
2016,SA,90,2,2
2016,SA,≤50,14,14
2016,TAS,100,14,16
2016,TAS,110+,3,3
2016,TAS,60,2,3
2016,TAS,70–80,7,8
2016,TAS,90,2,2
2016,TAS,≤50,5,5
2016,VIC,100,106,116
2016,VIC,110+,10,12
2016,VIC,60,65,66
2016,VIC,70–80,64,65
2016,VIC,90,4,4
2016,VIC,≤50,26,27
2016,WA,100,10,10
2016,WA,110+,80,93
2016,WA,60,22,24
2016,WA,70–80,31,32
2016,WA,90,9,13
2016,WA,≤50,20,23
2017,ACT,100,2,2
2017,ACT,60,1,1
2017,ACT,70–80,1,1
2017,ACT,≤50,1,1
2017,NSW,100,119,131
2017,NSW,110+,38,49
2017,NSW,60,50,55
2017,NSW,70–80,68,72
2017,NSW,90,7,8
2017,NSW,≤50,69,74
2017,NT,100,4,5
2017,NT,110+,10,12
2017,NT,60,3,3
2017,NT,70–80,8,9
2017,NT,≤50,2,2
2017,QLD,100,75,86
2017,QLD,110+,9,10
2017,QLD,60,48,51
2017,QLD,70–80,59,62
2017,QLD,90,3,4
2017,QLD,≤50,34,34
2017,SA,100,16,19
2017,SA,110+,18,20
2017,SA,60,21,21
2017,SA,70–80,12,12
2017,SA,90,3,5
2017,SA,≤50,23,23
2017,TAS,100,11,11
2017,TAS,110+,2,2
2017,TAS,60,6,6
2017,TAS,70–80,6,7
2017,TAS,≤50,6,6
2017,VIC,100,111,124
2017,VIC,110+,8,9
2017,VIC,60,49,49
2017,VIC,70–80,40,44
2017,VIC,90,1,1
2017,VIC,≤50,31,32
2017,WA,100,10,10
2017,WA,110+,54,58
2017,WA,60,23,23
2017,WA,70–80,28,30
2017,WA,90,7,7
2017,WA,≤50,30,32
2018,ACT,100,2,2
2018,ACT,60,3,3
2018,ACT,70–80,3,3
2018,ACT,≤50,1,1
2018,NSW,100,107,116
2018,NSW,110+,21,25
2018,NSW,60,63,64
2018,NSW,70–80,62,66
2018,NSW,90,5,5
2018,NSW,≤50,68,71
2018,NT,100,6,6
2018,NT,110+,22,29
2018,NT,60,6,6
2018,NT,70–80,5,6
2018,NT,90,1,1
2018,NT,≤50,2,2
2018,QLD,100,97,113
2018,QLD,110+,6,7
2018,QLD,60,51,53
2018,QLD,70–80,43,45
2018,QLD,90,6,6
2018,QLD,≤50,21,21
2018,SA,100,22,23
2018,SA,110+,24,28
2018,SA,60,13,13
2018,SA,70–80,7,7
2018,SA,90,1,1
2018,SA,≤50,8,8
2018,TAS,100,14,15
2018,TAS,110+,4,4
2018,TAS,60,3,3
2018,TAS,70–80,2,2
2018,TAS,≤50,8,8
2018,VIC,100,76,80
2018,VIC,110+,4,4
2018,VIC,60,35,35
2018,VIC,70–80,58,65
2018,VIC,≤50,29,29
2018,WA,100,9,9
2018,WA,110+,62,74
2018,WA,60,19,19
2018,WA,70–80,28,28
2018,WA,90,8,9
2018,WA,≤50,20,20
2019,ACT,100,1,1
2019,ACT,60,2,2
2019,ACT,70–80,1,1
2019,ACT,≤50,2,2
2019,NSW,100,105,113
2019,NSW,110+,37,41
2019,NSW,60,50,53
2019,NSW,70–80,75,79
2019,NSW,90,8,9
2019,NSW,≤50,54,58
2019,NT,100,6,7
2019,NT,110+,11,15
2019,NT,60,1,3
2019,NT,70–80,8,9
2019,NT,≤50,2,2
2019,QLD,100,95,111
2019,QLD,110+,7,7
2019,QLD,60,36,40
2019,QLD,70–80,44,47
2019,QLD,90,2,2
2019,QLD,≤50,12,12
2019,SA,100,21,22
2019,SA,110+,37,40
2019,SA,60,17,17
2019,SA,70–80,16,16
2019,SA,90,1,1
2019,SA,≤50,18,18
2019,TAS,100,11,11
2019,TAS,110+,4,4
2019,TAS,60,3,3
2019,TAS,70–80,5,5
2019,TAS,≤50,6,6
2019,VIC,100,93,104
2019,VIC,110+,8,8
2019,VIC,60,52,53
2019,VIC,70–80,51,56
2019,VIC,90,2,2
2019,VIC,≤50,42,43
2019,WA,100,11,14
2019,WA,110+,69,73
2019,WA,60,23,23
2019,WA,70–80,19,20
2019,WA,90,9,9
2019,WA,≤50,21,24
2020,ACT,100,1,1
2020,ACT,70–80,3,4
2020,ACT,≤50,2,2
2020,NSW,100,95,105
2020,NSW,110+,14,14
2020,NSW,60,40,42
2020,NSW,70–80,56,60
2020,NSW,90,6,6
2020,NSW,≤50,53,57
2020,NT,100,7,7
2020,NT,110+,11,12
2020,NT,60,3,4
2020,NT,70–80,6,7
2020,NT,≤50,1,1
2020,QLD,100,97,108
2020,QLD,110+,8,8
2020,QLD,60,50,54
2020,QLD,70–80,67,79
2020,QLD,90,3,3
2020,QLD,≤50,26,26
2020,SA,100,24,27
2020,SA,110+,19,21
2020,SA,60,14,15
2020,SA,70–80,15,17
2020,SA,90,3,3
2020,SA,≤50,10,10
2020,TAS,100,12,13
2020,TAS,110+,4,8
2020,TAS,60,2,2
2020,TAS,70–80,5,5
2020,TAS,90,1,2
2020,TAS,≤50,8,8
2020,VIC,100,82,92
2020,VIC,110+,6,7
2020,VIC,60,46,47
2020,VIC,70–80,32,34
2020,VIC,≤50,29,31
2020,WA,100,12,12
2020,WA,110+,56,69
2020,WA,60,13,14
2020,WA,70–80,29,31
2020,WA,90,8,10
2020,WA,≤50,19,19
2021,ACT,100,1,1
2021,ACT,60,2,2
2021,ACT,70–80,4,4
2021,ACT,≤50,4,4
2021,NSW,100,85,92
2021,NSW,110+,23,25
2021,NSW,60,40,43
2021,NSW,70–80,56,58
2021,NSW,90,2,2
2021,NSW,≤50,54,55
2021,NT,100,4,4
2021,NT,110+,11,14
2021,NT,60,3,3
2021,NT,70–80,7,7
2021,NT,90,2,2
2021,NT,≤50,5,5
2021,QLD,100,106,117
2021,QLD,110+,12,17
2021,QLD,60,50,55
2021,QLD,70–80,51,58
2021,QLD,90,3,4
2021,QLD,≤50,26,26
2021,SA,100,22,23
2021,SA,110+,24,27
2021,SA,60,18,18
2021,SA,70–80,20,21
2021,SA,≤50,10,10
2021,TAS,100,14,15
2021,TAS,110+,3,5
2021,TAS,60,2,2
2021,TAS,70–80,4,4
2021,TAS,≤50,10,10
2021,VIC,100,88,95
2021,VIC,110+,4,4
2021,VIC,60,47,55
2021,VIC,70–80,45,46
2021,VIC,90,3,5
2021,VIC,≤50,26,26
2021,WA,100,13,14
2021,WA,110+,65,69
2021,WA,60,22,22
2021,WA,70–80,24,26
2021,WA,90,5,6
2021,WA,≤50,29,29
2022,ACT,60,4,6
2022,ACT,70–80,8,9
2022,ACT,≤50,3,3
2022,NSW,100,91,100
2022,NSW,110+,20,22
2022,NSW,60,47,52
2022,NSW,70–80,60,62
2022,NSW,90,3,3
2022,NSW,≤50,42,42
2022,NT,100,6,6
2022,NT,110+,19,23
2022,NT,60,2,2
2022,NT,70–80,10,13
2022,NT,90,2,2
2022,NT,≤50,1,1
2022,QLD,100,104,116
2022,QLD,110+,5,6
2022,QLD,60,80,85
2022,QLD,70–80,51,55
2022,QLD,90,4,4
2022,QLD,≤50,31,31
2022,SA,100,19,19
2022,SA,110+,12,14
2022,SA,60,15,16
2022,SA,70–80,14,14
2022,SA,90,1,1
2022,SA,≤50,7,7
2022,TAS,100,14,18
2022,TAS,110+,5,6
2022,TAS,60,7,7
2022,TAS,70–80,10,11
2022,TAS,90,1,1
2022,TAS,≤50,8,8
2022,VIC,100,90,92
2022,VIC,110+,5,5
2022,VIC,60,45,45
2022,VIC,70–80,65,65
2022,VIC,90,1,1
2022,VIC,≤50,32,32
2022,WA,100,13,13
2022,WA,110+,69,77
2022,WA,60,26,28
2022,WA,70–80,24,27
2022,WA,90,5,5
2022,WA,≤50,24,25
2023,ACT,60,1,1
2023,ACT,70–80,1,1
2023,ACT,≤50,1,1
2023,NSW,100,78,84
2023,NSW,110+,24,27
2023,NSW,60,45,51
2023,NSW,70–80,53,65
2023,NSW,90,5,5
2023,NSW,≤50,64,66
2023,NT,100,2,2
2023,NT,110+,4,4
2023,NT,70–80,2,2
2023,NT,≤50,10,17
2023,QLD,100,88,91
2023,QLD,110+,10,14
2023,QLD,60,45,46
2023,QLD,70–80,41,44
2023,QLD,90,1,1
2023,QLD,≤50,33,33
2023,SA,100,15,17
2023,SA,110+,18,21
2023,SA,60,20,20
2023,SA,70–80,15,15
2023,SA,90,1,1
2023,SA,≤50,22,22
2023,TAS,100,9,9
2023,TAS,110+,4,4
2023,TAS,60,2,2
2023,TAS,70–80,9,9
2023,TAS,90,1,1
2023,TAS,≤50,3,3
2023,VIC,100,55,67
2023,VIC,110+,5,6
2023,VIC,60,32,32
2023,VIC,70–80,36,40
2023,VIC,≤50,86,93
2023,WA,100,11,12
2023,WA,110+,40,42
2023,WA,60,21,23
2023,WA,70–80,26,29
2023,WA,90,6,6
2023,WA,≤50,12,13
