year,month,state_code,deaths,erp,rate_per_100k
2021,8,NSW,16,-2186.0,-731.9304666056724
2021,8,NT,3,0.69,434782.6086956522
2021,8,NT,3,249465.0,1.202573507305634
2021,8,NT,3,1710.0,175.43859649122808
2021,8,QLD,22,1.1,2000000.0
2021,8,QLD,22,56958.0,38.62495171881035
2021,8,QLD,22,5230029.0,0.4206477631385983
2021,8,SA,4,1803789.0,0.22175542704828557
2021,8,SA,4,11611.0,34.45009043148738
2021,8,SA,4,0.65,615384.6153846154
2021,8,TAS,5,8402.0,59.509640561771
2021,8,TAS,5,567829.0,0.8805467843311983
2021,8,TAS,5,1.5,333333.3333333334
2021,8,VIC,17,6543116.0,0.2598150483653354
2021,8,VIC,17,-0.73,-2328767.1232876712
2021,8,VIC,17,-48321.0,-35.1813911135945
2021,8,WA,11,2755583.0,0.3991895725877246
2021,8,WA,11,35582.0,30.914507335169464
2021,8,WA,11,1.31,839694.6564885497
2021,9,ACT,1,1.72,58139.53488372093
2021,9,ACT,1,7649.0,13.073604392731077
2021,9,ACT,1,453398.0,0.22055677351907155
2021,9,NSW,16,-0.03,-53333333.333333336
2021,9,NSW,16,8096719.0,0.1976109088138047
2021,9,NSW,16,-2186.0,-731.9304666056724
2021,9,NT,1,0.69,144927.5362318841
2021,9,NT,1,249465.0,0.4008578357685447
2021,9,NT,1,1710.0,58.47953216374269
2021,9,QLD,16,1.1,1454545.4545454546
2021,9,QLD,16,56958.0,28.09087397731662
2021,9,QLD,16,5230029.0,0.3059256459189805
2021,9,SA,8,1803789.0,0.44351085409657115
2021,9,SA,8,11611.0,68.90018086297476
2021,9,SA,8,0.65,1230769.2307692308
2021,9,TAS,3,8402.0,35.7057843370626
2021,9,TAS,3,567829.0,0.5283280705987189
2021,9,TAS,3,1.5,200000.0
2021,9,VIC,21,6543116.0,0.3209480009218849
2021,9,VIC,21,-0.73,-2876712.328767123
2021,9,VIC,21,-48321.0,-43.4593654932638
2021,9,WA,18,2755583.0,0.6532193005980949
2021,9,WA,18,35582.0,50.58737563936822
2021,9,WA,18,1.31,1374045.8015267174
2021,10,NSW,26,0.28,9285714.285714285
2021,10,NSW,26,8117057.0,0.32031313812382983
2021,10,NSW,26,22757.0,114.25056026717053
2021,10,NT,3,1.08,277777.77777777775
2021,10,NT,3,250500.0,1.1976047904191618
2021,10,NT,3,2681.0,111.89854531891085
2021,10,QLD,36,1.26,2857142.8571428573
2021,10,QLD,36,65343.0,55.09388916945962
2021,10,QLD,36,5249672.0,0.6857571292073105
2021,10,SA,10,1807839.0,0.5531466021033953
2021,10,SA,10,13325.0,75.046904315197
2021,10,SA,10,0.74,1351351.3513513515
2021,10,TAS,1,7728.0,12.939958592132506
2021,10,TAS,1,569609.0,0.17555902382160396
2021,10,TAS,1,1.38,72463.76811594205
2021,10,VIC,18,6555013.0,0.27459899774416924
2021,10,VIC,18,-0.19,-9473684.210526315
2021,10,VIC,18,-12182.0,-147.75898867181087
2021,10,WA,10,2763240.0,0.36189400848279557
2021,10,WA,10,35053.0,28.528228682281114
2021,10,WA,10,1.28,781250.0
2021,11,NSW,22,0.28,7857142.857142857
2021,11,NSW,22,8117057.0,0.2710341937970868
2021,11,NSW,22,22757.0,96.67355099529814
2021,11,NT,1,1.08,92592.59259259258
2021,11,NT,1,250500.0,0.3992015968063873
2021,11,NT,1,2681.0,37.29951510630362
2021,11,QLD,22,1.26,1746031.7460317458
2021,11,QLD,22,65343.0,33.66848782578088
2021,11,QLD,22,5249672.0,0.4190738011822453
2021,11,SA,9,1807839.0,0.49783194189305574
2021,11,SA,9,13325.0,67.54221388367729
2021,11,SA,9,0.74,1216216.2162162163
2021,11,TAS,2,7728.0,25.87991718426501
2021,11,TAS,2,569609.0,0.3511180476432079
2021,11,TAS,2,1.38,144927.5362318841
2021,11,VIC,24,6555013.0,0.36613199699222565
2021,11,VIC,24,-0.19,-12631578.94736842
2021,11,VIC,24,-12182.0,-197.01198489574784
2021,11,WA,14,2763240.0,0.5066516118759138
2021,11,WA,14,35053.0,39.93952015519356
2021,11,WA,14,1.28,1093750.0
2021,12,ACT,2,1.87,106951.87165775399
2021,12,ACT,2,8355.0,23.937761819269898
2021,12,ACT,2,456005.0,0.4385916821087488
2021,12,NSW,32,0.28,11428571.428571427
2021,12,NSW,32,8117057.0,0.39423155461394443
2021,12,NSW,32,22757.0,140.61607417497913
2021,12,NT,5,1.08,462962.962962963
2021,12,NT,5,250500.0,1.9960079840319362
2021,12,NT,5,2681.0,186.4975755315181
2021,12,QLD,14,1.26,1111111.111111111
2021,12,QLD,14,65343.0,21.425401343678743
2021,12,QLD,14,5249672.0,0.26668332802506517
2021,12,SA,7,1807839.0,0.38720262147237666
2021,12,SA,7,13325.0,52.5328330206379
2021,12,SA,7,0.74,945945.9459459459
2021,12,TAS,4,7728.0,51.75983436853002
2021,12,TAS,4,569609.0,0.7022360952864158
2021,12,TAS,4,1.38,289855.0724637682
2021,12,VIC,24,6555013.0,0.36613199699222565
2021,12,VIC,24,-0.19,-12631578.94736842
2021,12,VIC,24,-12182.0,-197.01198489574784
2021,12,WA,14,2763240.0,0.5066516118759138
2021,12,WA,14,35053.0,39.93952015519356
2021,12,WA,14,1.28,1093750.0
2022,1,ACT,2,2.22,90090.09009009007
2022,1,ACT,2,9983.0,20.034057898427324
2022,1,ACT,2,459556.0,0.4352026738852284
2022,1,NSW,28,0.74,3783783.7837837837
2022,1,NSW,28,8153203.0,0.34342331473900506
2022,1,NSW,28,60188.0,46.52090117631422
2022,1,NT,3,1.58,189873.41772151898
2022,1,NT,3,252107.0,1.1899709250437314
2022,1,NT,3,3922.0,76.4915859255482
2022,1,QLD,19,1.61,1180124.2236024844
2022,1,QLD,19,83931.0,22.637642825654407
2022,1,QLD,19,5283479.0,0.35961153626237563
2022,1,SA,4,1818356.0,0.2199789260188874
2022,1,SA,4,19770.0,20.23267577137076
2022,1,SA,4,1.1,363636.36363636365
2022,1,TAS,3,6544.0,45.84352078239609
2022,1,TAS,3,571384.0,0.5250409531943492
2022,1,TAS,3,1.16,258620.6896551724
2022,1,VIC,23,6591580.0,0.34892999857393825
2022,1,VIC,23,0.55,4181818.181818181
2022,1,VIC,23,36278.0,63.39930536413253
2022,1,WA,10,2778421.0,0.3599166576987433
2022,1,WA,10,39316.0,25.43493743005392
2022,1,WA,10,1.44,694444.4444444445
2022,2,ACT,1,2.22,45045.04504504504
2022,2,ACT,1,9983.0,10.017028949213662
2022,2,ACT,1,459556.0,0.2176013369426142
2022,2,NSW,26,0.74,3513513.513513514
2022,2,NSW,26,8153203.0,0.3188930779719333
2022,2,NSW,26,60188.0,43.197979663720346
2022,2,NT,7,1.58,443037.97468354425
2022,2,NT,7,252107.0,2.77659882510204
2022,2,NT,7,3922.0,178.48036715961243
2022,2,QLD,35,1.61,2173913.0434782607
2022,2,QLD,35,83931.0,41.700920994626536
2022,2,QLD,35,5283479.0,0.6624423036412183
2022,2,SA,8,1818356.0,0.4399578520377748
2022,2,SA,8,19770.0,40.46535154274152
2022,2,SA,8,1.1,727272.7272727273
2022,2,TAS,3,6544.0,45.84352078239609
2022,2,TAS,3,571384.0,0.5250409531943492
2022,2,TAS,3,1.16,258620.6896551724
2022,2,VIC,24,6591580.0,0.364100868077153
2022,2,VIC,24,0.55,4363636.363636363
2022,2,VIC,24,36278.0,66.15579690170351
2022,2,WA,7,2778421.0,0.2519416603891203
2022,2,WA,7,39316.0,17.804456201037745
2022,2,WA,7,1.44,486111.1111111112
2022,3,NSW,28,0.74,3783783.7837837837
2022,3,NSW,28,8153203.0,0.34342331473900506
2022,3,NSW,28,60188.0,46.52090117631422
2022,3,NT,3,1.58,189873.41772151898
2022,3,NT,3,252107.0,1.1899709250437314
2022,3,NT,3,3922.0,76.4915859255482
2022,3,QLD,21,1.61,1304347.8260869565
2022,3,QLD,21,83931.0,25.020552596775925
2022,3,QLD,21,5283479.0,0.39746538218473093
2022,3,SA,5,1818356.0,0.27497365752360925
2022,3,SA,5,19770.0,25.290844714213456
2022,3,SA,5,1.1,454545.4545454545
2022,3,TAS,6,6544.0,91.68704156479218
2022,3,TAS,6,571384.0,1.0500819063886984
2022,3,TAS,6,1.16,517241.3793103448
2022,3,VIC,17,6591580.0,0.25790478155465
2022,3,VIC,17,0.55,3090909.090909091
2022,3,VIC,17,36278.0,46.860356138706656
2022,3,WA,15,2778421.0,0.5398749865481149
2022,3,WA,15,39316.0,38.15240614508089
2022,3,WA,15,1.44,1041666.6666666667
2022,4,ACT,2,1.93,103626.94300518135
2022,4,ACT,2,8754.0,22.84669865204478
2022,4,ACT,2,461262.0,0.43359305557362193
2022,4,NSW,27,1.05,2571428.5714285714
2022,4,NSW,27,8182098.0,0.329988714385968
2022,4,NSW,27,85036.0,31.75125829060633
2022,4,NT,4,1.99,201005.02512562813
2022,4,NT,4,253100.0,1.5804030027657054
2022,4,NT,4,4949.0,80.8244089715094
2022,4,QLD,18,1.82,989010.9890109891
2022,4,QLD,18,95091.0,18.929236205319114
2022,4,QLD,18,5310905.0,0.3389252867449145
2022,4,SA,9,1824969.0,0.49315906187995523
2022,4,SA,9,22368.0,40.23605150214592
2022,4,SA,9,1.24,725806.4516129032
2022,4,TAS,7,5061.0,138.31258644536655
2022,4,TAS,7,572300.0,1.2231347195526823
2022,4,TAS,7,0.89,786516.8539325843
2022,4,VIC,19,6615232.0,0.28721592833025356
2022,4,VIC,19,1.03,1844660.1941747575
2022,4,VIC,19,67410.0,28.18572912030856
2022,4,WA,16,2793934.0,0.572669218385259
2022,4,WA,16,44569.0,35.89939195404878
2022,4,WA,16,1.62,987654.3209876543
2022,5,ACT,4,1.93,207253.8860103627
2022,5,ACT,4,8754.0,45.69339730408956
2022,5,ACT,4,461262.0,0.8671861111472439
2022,5,NSW,21,1.05,2000000.0
2022,5,NSW,21,8182098.0,0.256657888966864
2022,5,NSW,21,85036.0,24.69542311491604
2022,5,NT,5,1.99,251256.2814070352
2022,5,NT,5,253100.0,1.9755037534571316
2022,5,NT,5,4949.0,101.03051121438675
2022,5,QLD,35,1.82,1923076.923076923
2022,5,QLD,35,95091.0,36.80684817700939
2022,5,QLD,35,5310905.0,0.6590213908928892
2022,5,SA,7,1824969.0,0.3835681592399652
2022,5,SA,7,22368.0,31.294706723891274
2022,5,SA,7,1.24,564516.1290322581
2022,5,TAS,8,5061.0,158.07152736613318
2022,5,TAS,8,572300.0,1.397868250917351
2022,5,TAS,8,0.89,898876.4044943821
2022,5,VIC,14,6615232.0,0.21163278929597631
2022,5,VIC,14,1.03,1359223.3009708738
2022,5,VIC,14,67410.0,20.768431983385256
2022,5,WA,10,2793934.0,0.3579182614907868
2022,5,WA,10,44569.0,22.437119971280488
2022,5,WA,10,1.62,617283.9506172839
2022,6,ACT,1,1.93,51813.47150259068
2022,6,ACT,1,8754.0,11.42334932602239
2022,6,ACT,1,461262.0,0.21679652778681097
2022,6,NSW,20,1.05,1904761.9047619049
2022,6,NSW,20,8182098.0,0.24443608473034667
2022,6,NSW,20,85036.0,23.51945058563432
2022,6,NT,5,1.99,251256.2814070352
2022,6,NT,5,253100.0,1.9755037534571316
2022,6,NT,5,4949.0,101.03051121438675
2022,6,QLD,22,1.82,1208791.2087912087
2022,6,QLD,22,95091.0,23.135733139834475
2022,6,QLD,22,5310905.0,0.4142420171326733
2022,6,SA,5,1824969.0,0.2739772565999751
2022,6,SA,5,22368.0,22.353361945636625
2022,6,SA,5,1.24,403225.8064516129
2022,6,TAS,3,5061.0,59.276822762299936
2022,6,TAS,3,572300.0,0.5242005940940067
2022,6,TAS,3,0.89,337078.65168539324
2022,6,VIC,22,6615232.0,0.3325658117508199
2022,6,VIC,22,1.03,2135922.3300970877
2022,6,VIC,22,67410.0,32.63610740246254
2022,6,WA,15,2793934.0,0.5368773922361803
2022,6,WA,15,44569.0,33.65567995692073
2022,6,WA,15,1.62,925925.925925926
2022,7,NSW,12,1.57,764331.2101910828
2022,7,NSW,12,8223908.0,0.14591602921628016
2022,7,NSW,12,127189.0,9.4347781647784
2022,7,NT,4,1.98,202020.20202020204
2022,7,NT,4,254404.0,1.57230232229053
2022,7,NT,4,4939.0,80.98805426199635
2022,7,QLD,21,2.15,976744.1860465116
2022,7,QLD,21,112288.0,18.701909375890565
2022,7,QLD,21,5342317.0,0.3930878680542544
2022,7,SA,5,1833331.0,0.2727276198351525
2022,7,SA,5,29542.0,16.925055852684316
2022,7,SA,5,1.64,304878.0487804878
2022,7,TAS,4,4961.0,80.62890546260834
2022,7,TAS,4,572790.0,0.698336213970216
2022,7,TAS,4,0.87,459770.1149425287
2022,7,VIC,20,6657690.0,0.300404494652049
2022,7,VIC,20,1.75,1142857.142857143
2022,7,VIC,20,114574.0,17.455967322429174
2022,7,WA,10,2815907.0,0.3551253645805774
2022,7,WA,10,60324.0,16.57715005636231
2022,7,WA,10,2.19,456621.0045662101
2022,8,ACT,1,2.34,42735.04273504274
2022,8,ACT,1,10617.0,9.41885655081473
2022,8,ACT,1,464015.0,0.2155102744523345
2022,8,NSW,15,1.57,955414.0127388533
